Job ID 1,Job ID 2,similarity_score
9323099c599e3ffb7d0e2b7874c09cfb,ac2177b2cc692134d430051b0a24a28d,1.0
6eeeaa63a4589a6d1df907cb287b9c1f,3617fb941aa5068000463f933507caab,0.9999999374151363
ece005e17da4eed06e4e7012a1efdaf8,e552ab08b3d5b9b8318faafa98a582aa,1.0
4e712bc635beea5d98ddeff262096b33,51dd2f15052daebe841808385f6015cc,1.0
4e712bc635beea5d98ddeff262096b33,e3d173b7bdfff64ea3c1e307b1d53edd,1.0
60da1e70d6265441f8988b150dbd89e9,d1e6ee51f82be3134c8c586e98758f83,0.9999735593772152
705b91e41e458d4e042ba7dee2846271,c944a0516ced3754200b91f1238642c9,0.9941813409328482
1e2cee737183d904720f54ca06a4718c,70c8fbe68bee0997c9d118a62078e7e6,0.9932538866996765
a8300f3cef26bd54ce529871c091a315,5073d347ebd30c68808999176680687b,0.9810017202493457
8d5a15b9052aba31eac0efeec76984b3,aae2c109ed21c3e32ea00f707b531327,0.9948831254104513
8d5a15b9052aba31eac0efeec76984b3,994e3731e64e557bcd9695e11fc85292,0.9943881687157222
adf17ea18c6124dcd662fd65c7f2b466,3532b0826ac21336afb4a29bb16f13c9,0.9868274297364781
426d627e9d08020cdb879dd991b0a21b,c6e2d91ea8807b52bfcd918f5abdf14d,0.9998254954710903
35152e7b1e90c9e35c42ed2178fe528c,64232bc2462b99ea5f694e0ce222d668,1.0
35152e7b1e90c9e35c42ed2178fe528c,712a0c87e4db6f0af7e0ebff728d2708,1.0
35152e7b1e90c9e35c42ed2178fe528c,91f7063d914aa3da2f401ea1c1307be4,1.0
35152e7b1e90c9e35c42ed2178fe528c,a2c95f524ceaa910ff5f2287141b9cc7,1.0
35152e7b1e90c9e35c42ed2178fe528c,a8f680d56f748a386e39dca70527f843,1.0
35152e7b1e90c9e35c42ed2178fe528c,b375db5d02741ffd954084aee18b9dc1,1.0
